,Unnamed: 0_x,Company,revenues,rev_perc_change,profit,prof_perc_change,assets,market_value,rank_change1000,employees,rank_change500,CEO,CEO Title,Sector,Industry_x,HQ Location,Website,Years on Fortune 500 List,Employees,Revenues ($M),Revenues ($M)Growth,Profits ($M),Profits ($M)Growth,Assets ($M),Assets ($M)Growth,Total Stockholder Equity ($M),Total Stockholder Equity ($M)Growth,Profit as % of Revenues,Profits as % of Assets,Profits as % of Stockholder Equity,Earnings Per Share ($),EPS % Change (from 2017),EPS % Change (5 year annual rate),EPS % Change (10 year annual rate),Total Return to Investors (2018),"Total Return to Investors (5 year, annualized)","Total Return to Investors (10 year, annualized)",Unnamed: 0_y,Market Cap,Industry_y,No_Directors,Median_age,Board_Independance,Median_Tenure,Median_pay,women_on_board
327,715,rangeresources,"$3,282.6",25.7%,"$-1,746.5",-624.2%,"$9,708.2","$2,811.8",90,796,-,Jeffrey L. Ventura,"President, Chief Executive Officer &amp; Director",Energy,"Mining, Crude-Oil Production","Fort Worth, Texas",,-,796,"$3,282.6",25.7%,"$-1,746.5",-624.2%,"$9,708.2",-,"$4,059.4",-,-53.2%,-18.0%,-43.0%,-7.1,-629.9%,-,-,-43.6%,-35.0%,-11.7%,79,5155,Energy,12,63.0,0.83,10.0,318973,0.17
328,718,brown-forman,"$3,248.0",8.5%,$717.0,7.2%,"$4,976.0","$25,178.6",16,"4,685",-,Lawson E. Whiting,"President, Chief Executive Officer &amp; Director","Food, Beverages &amp; Tobacco",Beverages,"Louisville, Ky.",,-,"4,685","$3,248.0",8.5%,$717.0,7.2%,"$4,976.0",-,"$1,316.0",-,22.1%,14.4%,54.5%,1.48,8.2%,6.1%,6.9%,-10.8%,11.3%,16.1%,424,22649,Consumer Staples,13,56.0,0.46,7.0,203500,0.23
329,734,h&rblock,"$3,159.9",4.1%,$613.1,49.9%,"$3,140.9","$4,866.8",-9,"46,700",-,Jeffrey J. Jones II,"President, Chief Executive Officer &amp; Director",Financials,Diversified Financials,"Kansas City, Mo.",,-,"46,700","$3,159.9",4.1%,$613.1,49.9%,"$3,140.9",-,$393.7,-,19.4%,19.5%,155.7%,2.91,52.4%,13.0%,-,0.6%,0.4%,4.7%,374,10297,Consumer Discretionary,10,61.5,0.9,5.0,220748,0.2
330,735,leggmason,"$3,140.3",8.8%,$285.1,25.4%,"$8,152.5","$2,341.2",14,"3,275",-,Joseph A. Sullivan,"Chairman, President &amp; Chief Executive Officer",Financials,Securities,"Baltimore, Md.",,-,"3,275","$3,140.3",8.8%,$285.1,25.4%,"$8,152.5",-,"$3,824.4",-,9.1%,3.5%,7.5%,3.01,38.1%,-,4.9%,-37.1%,-8.0%,3.4%,415,4909,Financials,11,65.0,0.91,6.0,209668,0.18
331,751,vertexpharmaceuticals,"$3,047.6",22.5%,"$2,096.9",695.8%,"$6,245.9","$47,028.1",79,"2,500",-,Jeffrey M. Leiden,"Chairman, President &amp; Chief Executive Officer",Health Care,Pharmaceuticals,"Boston, Mass.",,-,"2,500","$3,047.6",22.5%,"$2,096.9",695.8%,"$6,245.9",-,"$4,435.2",-,68.8%,33.6%,47.3%,8.09,677.9%,-,-,10.6%,17.4%,18.5%,3,30479,Health Care,9,60.0,0.78,4.0,787878,0.33
332,757,e*tradefinancial,"$3,036.0",23.8%,"$1,052.0",71.3%,"$65,003.0","$11,381.7",83,"4,035",-,Michael A. Pizzi,Chief Executive Officer &amp; Director,Financials,Securities,"New York, N.Y.",,-,"4,035","$3,036.0",23.8%,"$1,052.0",71.3%,"$65,003.0",-,"$6,562.0",-,34.7%,1.6%,16.0%,3.88,80.5%,68.0%,-,-11.2%,17.5%,14.4%,365,8280,Financials,11,66.0,0.91,3.0,224000,0.27
333,766,citrixsystems,"$2,973.9",3.2%,$575.7,-,"$5,136.0","$13,127.8",-14,"8,200",-,David J. Henshall,"President, Chief Executive Officer &amp; Director",Technology,Computer Software,"Fort Lauderdale, Fla.",,-,"8,200","$2,973.9",3.2%,$575.7,-,"$5,136.0",-,$551.5,-,19.4%,11.2%,104.4%,3.94,-,17.0%,15.2%,16.8%,15.4%,18.6%,64,13193,Information Technology,9,57.5,0.78,8.5,330600,0.11
334,767,qorvo,"$2,973.5",-1.9%,$-40.3,-,"$6,381.5","$8,807.6",-41,"8,300",-,Robert A. Bruggeworth,"President, Chief Executive Officer &amp; Director",Technology,Semiconductors and Other Electronic Components,"Greensboro, N.C.",,-,"8,300","$2,973.5",-1.9%,$-40.3,-,"$6,381.5",-,"$4,775.6",-,-1.4%,-0.6%,-0.8%,-0.32,-,-,-,-8.8%,24.1%,34.6%,498,6568,Information Technology,10,59.5,0.8,0.0,-1,0.0
335,775,redhat,"$2,920.5",21.1%,$258.8,2.0%,"$5,466.5","$32,294.1",74,"11,870",-,James M. Whitehurst,"President, Chief Executive Officer &amp; Director",Technology,Computer Software,"Raleigh, N.C.",,-,"11,870","$2,920.5",21.1%,$258.8,2.0%,"$5,466.5",-,"$1,470.2",-,8.9%,4.7%,17.6%,1.4,0.7%,12.7%,14.5%,46.2%,25.7%,29.5%,71,14461,Information Technology,10,59.0,0.9,6.5,322578,0.2
336,776,varianmedicalsystems,"$2,919.1",2.0%,$149.9,-39.9%,"$3,252.7","$12,865.0",-22,"7,174",-,Dow R. Wilson,"President, Chief Executive Officer &amp; Director",Health Care,Medical Products and Equipment,"Palo Alto, Calif.",,-,"7,174","$2,919.1",2.0%,$149.9,-39.9%,"$3,252.7",-,"$1,584.4",-,5.1%,4.6%,9.5%,1.62,-39.6%,-16.5%,-3.0%,1.9%,10.5%,13.8%,136,7752,Health Care,10,61.5,0.8,7.5,290034,0.2
337,798,prologis,"$2,804.4",7.1%,"$1,649.4",-0.2%,"$38,417.7","$45,378.9",6,"1,617",-,Hamid R. Moghadam,Chairman &amp; Chief Executive Officer,Financials,Real estate,"San Francisco, Calif.",,-,"1,617","$2,804.4",7.1%,"$1,649.4",-0.2%,"$38,417.7",-,"$22,298.1",-,58.8%,4.3%,7.4%,2.87,-6.2%,35.0%,-,-6.2%,13.3%,19.7%,277,22399,Financials,10,66.0,0.9,6.0,246969,0.2
338,801,perkinelmer,"$2,778.0",20.7%,$237.9,-18.7%,"$5,975.5","$10,677.0",73,"12,500",-,Robert F. Friel,Chairman &amp; Chief Executive Officer,Technology,"Scientific,Photographic and Control Equipment","Waltham, Mass.",,-,"12,500","$2,778.0",20.7%,$237.9,-18.7%,"$5,975.5",-,"$2,585.0",-,8.6%,4.0%,9.2%,2.13,-19.3%,7.7%,7.1%,7.8%,14.3%,19.9%,287,5855,Health Care,8,62.5,0.88,11.5,244971,0.25
339,806,publicstorage,"$2,754.3",3.2%,"$1,711.0",18.6%,"$10,928.3","$37,974.6",-10,"5,600",-,Joseph D. Russell,"President, Chief Executive Officer &amp; Director",Financials,Real estate,"Glendale, Calif.",,-,"5,600","$2,754.3",3.2%,"$1,711.0",18.6%,"$10,928.3",-,"$9,119.5",-,62.1%,15.7%,18.8%,8.54,26.9%,11.8%,7.4%,0.6%,9.8%,13.5%,408,39663,Financials,8,62.5,0.63,11.0,211450,0.13
340,812,bostonproperties,"$2,717.1",4.4%,$582.8,26.0%,"$20,256.5","$20,685.7",-4,760,-,Owen D. Thomas,Chief Executive Officer &amp; Director,Financials,Real estate,"Boston, Mass.",,-,760,"$2,717.1",4.4%,$582.8,26.0%,"$20,256.5",-,"$5,883.2",-,21.5%,2.9%,9.9%,3.7,26.3%,-5.3%,13.6%,-11.0%,6.0%,10.8%,445,19327,Financials,11,68.0,0.73,5.0,192096,0.09
341,814,akamaitechnologies,"$2,714.5",8.4%,$298.4,36.7%,"$5,461.8","$11,704.0",14,"7,519",-,F. Thomson Leighton,Chief Executive Officer &amp; Director,Technology,Internet Services and Retailing,"Cambridge, Mass.",,-,"7,519","$2,714.5",8.4%,$298.4,36.7%,"$5,461.8",-,"$3,191.9",-,11.0%,5.5%,9.3%,1.76,39.7%,1.8%,8.3%,-6.1%,5.3%,15.0%,112,10825,Information Technology,11,58.0,0.73,9.0,300000,0.27
342,815,kansascitysouthern,"$2,714.0",5.1%,$627.4,-34.8%,"$9,469.8","$11,666.1",-1,"7,200",-,Patrick J. Ottensmeyer,"President, Chief Executive Officer &amp; Director",Transportation,Railroads,"Kansas City, Mo.",,-,"7,200","$2,714.0",5.1%,$627.4,-34.8%,"$9,469.8",-,"$4,813.0",-,23.1%,6.6%,13.0%,6.13,-33.1%,14.0%,12.7%,-8.1%,-3.8%,18.5%,385,9032,Industrials,8,65.0,0.88,7.5,217901,0.13
343,831,newfieldexploration,"$2,643.0",49.6%,$817.0,91.3%,"$5,818.0",-,-,"1,010",-,Douglas J. Suttles,"President, Chief Executive Officer-Encana",Energy,"Mining, Crude-Oil Production","The Woodlands, Texas",,-,"1,010","$2,643.0",49.6%,$817.0,91.3%,"$5,818.0",-,"$2,277.0",-,30.9%,14.0%,35.9%,4.06,90.6%,34.0%,-,-53.5%,-9.9%,-2.9%,162,6567,Energy,10,59.5,0.9,8.0,277498,0.2
344,841,equityresidential,"$2,578.4",4.3%,$657.5,9.0%,"$20,394.2","$27,863.4",-10,"2,700",-,Mark J. Parrell,"President, Chief Executive Officer &amp; Director",Financials,Real estate,"Chicago, Ill.",,-,"2,700","$2,578.4",4.3%,$657.5,9.0%,"$20,394.2",-,"$10,173.2",-,25.5%,3.2%,6.5%,1.77,8.6%,-19.3%,1.7%,7.1%,11.7%,13.9%,442,28155,Financials,12,64.0,0.75,9.0,195484,0.17
345,842,murphyoil,"$2,570.6",15.5%,$411.1,-,"$11,052.6","$5,087.1",59,"1,108",-,Roger W. Jenkins,"President, Chief Executive Officer &amp; Director",Energy,"Mining, Crude-Oil Production","El Dorado, Ark.",,-,"1,108","$2,570.6",15.5%,$411.1,-,"$11,052.6",-,"$4,829.3",-,16.0%,3.7%,8.5%,2.36,-,-16.9%,-12.6%,-22.1%,-15.4%,-1.7%,74,4911,Energy,12,65.0,0.75,4.0,320221,0.17
346,843,autodesk,"$2,569.8",25.0%,$-80.8,-,"$4,729.2","$34,208.0",101,"9,600",-,Andrew Anagnost,"President, Chief Executive Officer &amp; Director",Technology,Computer Software,"San Rafael, Calif.",,-,"9,600","$2,569.8",25.0%,$-80.8,-,"$4,729.2",-,$-210.9,-,-3.1%,-1.7%,-,-0.37,-,-,-,22.7%,20.6%,20.7%,9,12483,Information Technology,10,56.0,0.9,6.5,538850,0.3
347,846,fossilgroup,"$2,541.5",-8.8%,$-3.5,-,"$1,575.2",$680.6,-72,"10,800",-,Kosta N. Kartsotis,Chairman &amp; Chief Executive Officer,Apparel,Apparel,"Richardson, Texas",,-,"10,800","$2,541.5",-8.8%,$-3.5,-,"$1,575.2",-,$585.5,-,-0.1%,-0.2%,-0.6%,-0.07,-,-,-,102.4%,-33.4%,-0.6%,428,2619,Consumer Discretionary,12,62.0,0.75,8.0,202482,0.33
348,847,xilinx,"$2,539.0",8.1%,$512.4,-17.7%,"$5,055.7","$32,098.7",15,"4,014",-,Victor Peng,"President, Chief Executive Officer &amp; Director",Technology,Semiconductors and Other Electronic Components,"San Jose, Calif.",,-,"4,014","$2,539.0",8.1%,$512.4,-17.7%,"$5,055.7",-,"$2,330.2",-,20.2%,10.1%,22.0%,1.99,-14.2%,2.1%,4.8%,28.7%,15.8%,19.8%,213,12237,Information Technology,7,65.0,0.86,10.0,262932,0.14
349,858,helmerich&payne,"$2,487.3",37.8%,$482.7,-,"$6,214.9","$6,078.6",-,"9,771",-,John W. Lindsay,"President, Chief Executive Officer &amp; Director",Energy,"Oil and Gas Equipment, Services","Tulsa, Okla.",,-,"9,771","$2,487.3",37.8%,$482.7,-,"$6,214.9",-,"$4,382.7",-,19.4%,7.8%,11.0%,4.37,-,-8.4%,0.1%,-22.5%,-6.8%,10.5%,324,6063,Energy,10,63.5,0.6,10.5,235570,0.1
350,874,waters,"$2,419.9",4.8%,$593.8,2823.5%,"$3,727.4","$18,000.4",-3,"7,246",-,,Chairman &amp; Chief Executive Officer,Technology,"Scientific,Photographic and Control Equipment","Milford, Mass.",,-,"7,246","$2,419.9",4.8%,$593.8,2823.5%,"$3,727.4",-,"$1,567.3",-,24.5%,15.9%,37.9%,7.65,2960.0%,8.0%,9.1%,-2.4%,13.5%,17.8%,56,10514,Health Care,9,62.0,0.89,17.0,336360,0.22
351,876,veriskanalytics,"$2,395.1",11.6%,$598.7,7.9%,"$5,900.3","$21,746.8",46,"8,068",-,Scott G. Stephenson,"Chairman, President &amp; Chief Executive Officer",Business Services,Financial Data Services,"Jersey City, N.J.",,-,"8,068","$2,395.1",11.6%,$598.7,7.9%,"$5,900.3",-,"$2,070.6",-,25.0%,10.1%,28.9%,3.56,8.2%,11.9%,-,13.6%,10.7%,-,399,12132,Industrials,12,63.5,0.67,12.5,215021,0.08
352,884,affiliatedmanagersgroup,"$2,378.4",3.2%,$243.6,-64.7%,"$8,219.1","$5,574.9",-11,"4,450",-,Jay C. Horgen,Chief Executive Officer &amp; Director,Financials,Securities,"West Palm Beach, Fla.",,-,"4,450","$2,378.4",3.2%,$243.6,-64.7%,"$8,219.1",-,"$3,457.4",-,10.2%,3.0%,7.0%,4.52,-62.4%,-7.2%,23.0%,-52.1%,-14.6%,8.9%,412,9785,Financials,8,52.0,0.88,5.5,210026,0.13
353,894,cimarexenergy,"$2,339.0",21.9%,$791.9,60.2%,"$6,062.1","$7,089.3",86,955,-,Thomas E. Jorden,"Chairman, President &amp; Chief Executive Officer",Energy,"Mining, Crude-Oil Production","Denver, Colo.",,-,955,"$2,339.0",21.9%,$791.9,60.2%,"$6,062.1",-,"$3,329.8",-,33.9%,13.1%,23.8%,8.32,60.3%,9.5%,-,-49.1%,-9.7%,9.3%,178,11151,Energy,9,66.0,0.56,10.0,273566,0.0
354,908,avalonbaycommunities,"$2,284.5",5.8%,$974.5,11.1%,"$18,380.2","$27,838.6",8,"3,087",-,Timothy J. Naughton,"Chairman, President &amp; Chief Executive Officer",Financials,Real estate,"Arlington, Va.",,-,"3,087","$2,284.5",5.8%,$974.5,11.1%,"$18,380.2",-,"$10,632.6",-,42.7%,5.3%,9.2%,7.05,11.0%,20.5%,3.2%,0.9%,11.5%,15.4%,449,23931,Financials,10,62.5,0.9,7.5,187759,0.1
355,919,firstsolar,"$2,244.0",-23.7%,$144.3,-,"$7,121.4","$5,542.6",-180,"6,400",-,Mark R. Widmar,Chief Executive Officer &amp; Director,Energy,Energy,"Tempe, Ariz.",,-,"6,400","$2,244.0",-23.7%,$144.3,-,"$7,121.4",-,"$5,212.4",-,6.4%,2.0%,2.8%,1.36,-,-18.0%,-10.7%,-37.1%,-4.9%,-11.1%,327,5758,Information Technology,11,61.0,0.73,8.0,235053,0.09
356,929,tegna,"$2,207.3",-13.4%,$405.7,48.2%,"$5,276.8","$3,046.9",-110,"5,336",-,David T. Lougee,"President, Chief Executive Officer &amp; Director",Media,Entertainment,"Tysons, Va.",,-,"5,336","$2,207.3",-13.4%,$405.7,48.2%,"$5,276.8",-,"$1,340.9",-,18.4%,7.7%,30.3%,1.87,48.4%,2.4%,-,-20.9%,-4.7%,13.3%,493,1819,Consumer Discretionary,10,62.0,0.9,7.0,-1,0.5
357,932,cabotoil&gas,"$2,188.1",24.0%,$557.0,454.9%,"$4,198.8","$11,049.9",-,483,-,Dan O. Dinges,"Chairman, President &amp; Chief Executive Officer",Energy,"Mining, Crude-Oil Production","Houston, Texas",,-,483,"$2,188.1",24.0%,$557.0,454.9%,"$4,198.8",-,"$2,088.2",-,25.5%,13.3%,26.7%,1.24,463.6%,13.4%,9.1%,-21.0%,-10.0%,13.6%,119,8985,Energy,5,68.0,0.8,9.0,295563,0.0
358,935,vornadorealtytrust,"$2,164.8",-7.7%,$450.0,97.9%,"$17,180.8","$12,849.7",-72,"3,928",-,Steven Roth,Chairman &amp; Chief Executive Officer,Financials,Real estate,"New York, N.Y.",,-,"3,928","$2,164.8",-7.7%,$450.0,97.9%,"$17,180.8",-,"$4,465.2",-,20.8%,2.6%,10.1%,2.01,136.5%,-0.8%,-0.6%,-17.8%,2.0%,7.2%,465,18953,Financials,9,74.0,0.78,19.0,174409,0.11
359,936,teradata,"$2,164.0",0.4%,$30.0,-,"$2,360.0","$5,134.8",-17,"10,152",-,Oliver Ratzesberger,"President, Chief Executive Officer &amp; Director",Technology,Information Technology Services,"San Diego, Calif.",,-,"10,152","$2,164.0",0.4%,$30.0,-,"$2,360.0",-,$495.0,-,1.4%,1.3%,6.1%,0.25,-,-35.7%,-15.8%,-0.3%,-3.4%,10.0%,114,3738,Information Technology,11,66.0,0.82,8.0,299107,0.18
360,938,f5networks,"$2,161.4",3.4%,$453.7,7.8%,"$2,605.5","$9,328.1",-7,"4,409",-,,"President, Chief Executive Officer &amp; Director",Technology,Network and Other Communications Equipment,"Seattle, Wash.",,-,"4,409","$2,161.4",3.4%,$453.7,7.8%,"$2,605.5",-,"$1,285.5",-,21.0%,17.4%,35.3%,7.32,12.6%,15.9%,23.5%,23.5%,12.3%,21.6%,144,7729,Information Technology,10,57.0,0.8,3.5,285058,0.2
