,Company,Market Value (M),rank_change1000,employees,rank_change500,CEO,CEO Title,Sector,Industry_x,HQ Location,Website,Years on Fortune 500 List,Employees,Revenues ($M),Revenues ($M)Growth,Profits ($M),Profits ($M)Growth,Assets ($M),Assets ($M)Growth,Total Stockholder Equity ($M),Total Stockholder Equity ($M)Growth,Profit as % of Revenues,Profits as % of Assets,Profits as % of Stockholder Equity,Earnings Per Share ($),EPS % Change (from 2017),EPS % Change (5 year annual rate),EPS % Change (10 year annual rate),Total Return to Investors (2018),"Total Return to Investors (5 year, annualized)","Total Return to Investors (10 year, annualized)",Market Cap (M),Industry_y,No_Directors,Median_age,Board_Independance,Median_Tenure,Median_pay,women_on_board,GD_CEO,GD_Approval,GD CEO Rank,HBR CEO Rank,HBR_CEO,HBR_Industry,HBR_Country,HBR_YearStarted,HBR_Insider,HBR_MBA,HBR_finrank,HBR_sustainalytics,HBR_csrhub,HBR Ranked,GD Ranked,GD & HBR Ranked,MarketSize: < 250 million,"MarketSize: 250 ~ 1,000 million","MarketSize: 1,001 ~ 5,000 million","MarketSize: 5,001 ~ 50,000 million",MarketSize: 50 Billion +,Aerospace & Defense,Apparel,Business Services,Chemicals,Energy,Engineering & Construction,Financials,Food & Drug Stores,"Food, Beverages & Tobacco",Health Care,"Hotels, Restaurants & Leisure",Household Products,Industrials,Materials,Media,Motor Vehicles & Parts,Retailing,Technology,Telecommunications,Transportation,Wholesalers,State,Region,Midwest,Northeast,South,West,Division,East North Central,East South Central,Middle Atlantic,Mountain,New England,Pacific,South Atlantic,West North Central,West South Central
551,ametek,18877.2,27.0,18200.0,,David A. Zapico,Chairman &amp; Chief Executive Officer,Technology,"Scientific,Photographic and Control Equipment","Berwyn, Pa.",,,18200.0,4845.9,12.7,777.9,14.2,8662.3,,4241.9,,16.1,9.0,18.3,3.34,13.6,9.7,12.6,-5.9,5.9,18.3,13275.0,Industrials,9.0,67.0,0.89,9.0,184936.0,0.33,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Pennsylvania,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
552,campingworldholdings,1243.8,28.0,11835.0,,Marcus A. Lemonis,Chairman &amp; Chief Executive Officer,Retailing,"Automotive Retailing, Services","Lincolnshire, Ill.",,,11835.0,4792.0,11.8,10.4,-63.3,2806.7,,44.5,,0.2,0.4,23.3,0.28,-73.8,,,-73.5,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Illinois,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
553,smart&finalstores,378.0,-1.0,7921.0,,David G. Hirz,"President, Chief Executive Officer &amp; Director",Food &amp; Drug Stores,Food and Drug Stores,"Commerce, Calif.",,,7921.0,4741.8,3.7,-112.2,,1711.9,,308.2,,-2.4,-6.6,-36.4,-1.54,,,,-44.6,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,California,West,0,0,0,1,Pacific,0,0,0,0,0,1,0,0,0
554,sealedair,7168.4,-99.0,15500.0,,Edward L. Doheny II,"President, Chief Executive Officer &amp; Director",Materials,"Packaging, Containers","Charlotte, N.C.",,,15500.0,4732.7,-22.8,193.1,-76.3,5050.2,,-348.6,,4.1,3.8,,1.2,-72.0,15.7,1.9,-28.2,1.8,10.9,10110.0,Materials,10.0,65.0,0.8,7.5,205023.0,0.1,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,North Carolina,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
555,fmc,10110.1,117.0,7300.0,,Pierre R. Brondeau,Chairman &amp; Chief Executive Officer,Chemicals,Chemicals,"Philadelphia, Pa.",,,7300.0,4731.6,37.5,502.1,-6.3,9974.3,,3121.1,,10.6,5.0,16.1,3.69,-7.5,11.3,6.3,-21.3,0.7,13.7,5439.0,Materials,10.0,62.0,0.9,6.5,211601.0,0.1,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pennsylvania,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
556,continentalresources,16834.2,163.0,1221.0,,Harold G. Hamm,Chairman &amp; Chief Executive Officer,Energy,"Mining, Crude-Oil Production","Oklahoma City, Okla.",,,1221.0,4709.6,50.9,988.3,25.2,15297.9,,6145.1,,21.0,6.5,16.1,2.64,25.1,5.0,10.8,-24.1,-6.5,14.5,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oklahoma,South,0,0,1,0,West South Central,0,0,0,0,0,0,0,0,1
557,welltower,31011.4,19.0,384.0,,Thomas J. DeRosa,Chief Executive Officer &amp; Director,Financials,Real estate,"Toledo, Ohio",,,384.0,4700.5,8.9,805.0,54.0,30342.1,,14632.3,,17.1,2.7,5.5,2.02,60.3,48.5,-3.2,15.2,10.8,11.0,22826.0,Financials,9.0,66.0,0.89,9.0,176501.0,0.22,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ohio,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
558,skechersusa,5303.8,29.0,9000.0,,Robert Greenberg,Chairman &amp; Chief Executive Officer,Apparel,Apparel,"Manhattan Beach, Calif.",,,9000.0,4662.7,11.5,301.0,68.0,3228.3,,2035.0,,6.5,9.3,14.8,1.92,68.4,39.8,17.1,-39.5,15.7,18.3,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,California,West,0,0,0,1,Pacific,0,0,0,0,0,1,0,0,0
559,scienceapplicationsinternational,4564.7,-1.0,23127.0,,Nazzic S. Keene,Chief Executive Officer &amp; Director,Technology,Information Technology Services,"Reston, Va.",,,23127.0,4659.0,4.6,137.0,-23.5,4563.0,,1485.0,,2.9,3.0,9.2,3.11,-22.6,6.5,,-15.5,16.4,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Virginia,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
560,wyndhamdestinations,3824.8,-82.0,24500.0,,Michael D. Brown,"President, Chief Executive Officer &amp; Director","Hotels, Restaurants &amp; Leisure","Hotels, Casinos, Resorts","Orlando, Fla.",,,24500.0,4651.0,-20.1,672.0,-22.8,7158.0,,-574.0,,14.4,9.4,,6.77,-19.4,16.1,,-28.8,4.2,31.2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Florida,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
561,junipernetworks,9209.5,-38.0,9283.0,,Rami Rahim,Chief Executive Officer &amp; Director,Technology,Network and Other Communications Equipment,"Sunnyvale, Calif.",,,9283.0,4647.5,-7.6,566.9,85.1,9363.3,,4823.2,,12.2,6.1,11.8,1.6,100.0,13.2,5.6,-3.0,5.3,5.2,12067.0,Information Technology,10.0,57.5,0.7,2.5,348389.0,0.1,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,California,West,0,0,0,1,Pacific,0,0,0,0,0,1,0,0,0
562,coca-colaconsolidated,2698.0,13.0,15200.0,,J. Frank Harrison III,Chairman &amp; Chief Executive Officer,"Food, Beverages &amp; Tobacco",Beverages,"Charlotte, N.C.",,,15200.0,4625.4,7.0,-19.9,-120.6,3009.9,,358.2,,-0.4,-0.7,-5.6,-2.13,-120.7,,,-17.1,20.3,15.9,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,North Carolina,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
563,landstarsystem,4388.4,74.0,1306.0,,James B. Gattoni,"President, Chief Executive Officer &amp; Director",Transportation,"Trucking, Truck Leasing","Jacksonville, Fla.",,,1306.0,4619.0,26.6,255.3,44.2,1380.6,,686.8,,5.5,18.5,37.2,6.18,46.8,14.4,11.4,-6.3,12.0,10.5,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Florida,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
564,nationalgeneralholdings,2684.4,-2.0,8440.0,,Barry Karfunkel,Chairman &amp; Chief Executive Officer,Financials,,"New York, N.Y.",,,8440.0,4608.0,4.0,207.4,95.9,9439.3,,2220.8,,4.5,2.2,9.3,1.59,133.8,,,24.1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
565,adt,4834.7,12.0,19000.0,,James D. DeVries,"President, Chief Executive Officer &amp; Director",Business Services,Diversified Outsourcing Services,"Boca Raton, Fla.",,,19000.0,4581.7,6.2,-609.2,-277.8,17208.6,,4224.8,,-13.3,-3.5,-14.4,-0.81,,,,,,,5614.0,Industrials,9.0,60.0,0.89,3.0,204871.0,0.22,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
566,hasbro,10699.1,-54.0,5800.0,,Brian D. Goldner,Chairman &amp; Chief Executive Officer,Household Products,"Toys, Sporting Goods","Pawtucket, R.I.",,,5800.0,4579.6,-12.1,220.4,-44.4,5263.0,,1754.5,,4.8,4.2,12.6,1.74,-44.2,-4.3,-1.4,-8.3,10.9,14.0,9596.0,Consumer Discretionary,11.0,56.0,0.82,7.0,303468.0,0.27,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Rhode Island,Northeast,0,1,0,0,New England,0,0,0,0,1,0,0,0,0
567,dieboldnixdorf,847.6,-17.0,23000.0,,Gerrard B. Schmid,"President, Chief Executive Officer &amp; Director",Technology,"Computers, Office Equipment","North Canton, Ohio",,,23000.0,4578.6,-0.7,-568.7,,4311.9,,-186.4,,-12.4,-13.2,,-7.48,,,,-84.7,-38.9,-19.1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Ohio,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
568,commscopeholding,4180.4,-15.0,20000.0,,Marvin S. Edwards Jr.,"President, Chief Executive Officer &amp; Director",Technology,Network and Other Communications Equipment,"Hickory, N.C.",,,20000.0,4568.5,0.2,140.2,-27.6,6630.5,,1756.8,,3.1,2.1,8.0,0.72,-26.5,43.1,,-56.7,-2.8,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,North Carolina,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
569,carlisle,7013.7,25.0,13950.0,,D. Christian Koch,"President, Chief Executive Officer &amp; Director",Materials,"Building Materials, Glass","Scottsdale, Ariz.",,,13950.0,4549.0,11.2,611.1,67.2,5249.2,,2597.4,,13.4,11.6,23.5,10.02,75.5,25.5,27.1,-10.3,6.2,18.9,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Arizona,West,0,0,0,1,Mountain,0,0,0,1,0,0,0,0,0
570,kbhome,2101.0,-1.0,2005.0,,Jeffrey T. Mezger,"Chairman, President &amp; Chief Executive Officer",Engineering &amp; Construction,Homebuilders,"Los Angeles, Calif.",,,2005.0,4547.0,4.1,170.4,-5.7,5073.6,,2087.5,,3.7,3.4,8.2,1.71,-7.6,30.0,,-40.0,1.5,4.6,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,California,West,0,0,0,1,Pacific,0,0,0,0,0,1,0,0,0
571,watsco,5381.1,3.0,5200.0,,Albert H. Nahmad,Chairman &amp; Chief Executive Officer,Wholesalers,,"Miami, Fla.",,,5200.0,4546.7,4.7,242.9,16.7,2161.0,,1347.8,,5.3,11.2,18.0,6.49,11.7,12.0,11.5,-15.4,10.6,18.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Florida,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
572,brookdaleseniorliving,1227.8,-30.0,54300.0,,Lucinda M. Baier,"President, Chief Executive Officer &amp; Director",Health Care,,"Brentwood, Tenn.",,,54300.0,4531.4,-4.5,-528.3,,6467.3,,1018.9,,-11.7,-8.2,-51.8,-2.82,,,,-30.9,-24.4,1.8,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tennessee,South,0,0,1,0,East South Central,0,1,0,0,0,0,0,0,0
573,mduresources,5077.3,-14.0,11797.0,,David L. Goodin,"President, Chief Executive Officer &amp; Director",Energy,Energy,"Bismarck, N.D.",,,11797.0,4531.1,2.0,272.3,-3.2,6988.1,,2566.8,,6.0,3.9,10.6,1.39,-2.8,-1.1,-1.3,-8.7,-1.9,4.1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,North Dakota,Midwest,1,0,0,0,West North Central,0,0,0,0,0,0,0,1,0
574,mattel,4490.2,-42.0,27000.0,,Ynon Kreiz,Chairman &amp; Chief Executive Officer,Household Products,"Toys, Sporting Goods","El Segundo, Calif.",,,27000.0,4510.9,-7.6,-531.0,,5243.5,,669.5,,-11.8,-10.1,-79.3,-1.54,,,,-35.0,-23.9,-1.0,8341.0,Consumer Discretionary,10.0,57.5,0.9,8.5,266323.0,0.3,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,California,West,0,0,0,1,Pacific,0,0,0,0,0,1,0,0,0
575,universalforestproducts,1833.2,34.0,12000.0,,Matthew J. Missad,Chief Executive Officer &amp; Director,Materials,"Building Materials, Glass","Grand Rapids, Mich.",,,12000.0,4489.2,13.9,148.6,24.3,1647.5,,1073.4,,3.3,9.0,13.8,2.4,23.7,27.3,41.1,-30.2,9.6,12.4,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Michigan,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
576,hubbell,6430.5,55.0,19700.0,,David G. Nord,"Chairman, President &amp; Chief Executive Officer",Industrials,"Electronics, Electrical Equip.","Shelton, Conn.",,,19700.0,4481.7,22.2,360.2,48.2,4872.1,,1780.6,,8.0,7.4,20.2,6.54,49.0,3.6,5.2,-24.6,0.5,14.7,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Connecticut,Northeast,0,1,0,0,New England,0,0,0,0,1,0,0,0,0
577,caciinternational,4525.5,-4.0,18800.0,,Kenneth Asbury,"President, Chief Executive Officer &amp; Director",Technology,Information Technology Services,"Arlington, Va.",,,18800.0,4467.9,2.6,301.2,84.0,4034.2,,2106.8,,6.7,7.5,14.3,11.93,82.7,13.4,15.9,8.8,14.5,12.3,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Virginia,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
578,tutorperini,857.8,-37.0,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0
579,hyatthotels,7691.4,-31.0,54000.0,,Mark S. Hoplamazian,"President, Chief Executive Officer &amp; Director","Hotels, Restaurants &amp; Leisure","Hotels, Casinos, Resorts","Chicago, Ill.",,,54000.0,4454.0,-4.9,769.0,208.8,7643.0,,3670.0,,17.3,10.1,21.0,6.68,239.1,38.7,,-7.3,6.6,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Illinois,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
580,silganholdings,3272.0,15.0,13220.0,,Anthony J. Allott,"President, Chief Executive Officer &amp; Director",Materials,"Packaging, Containers","Stamford, Conn.",,,13220.0,4448.9,8.8,224.0,-16.9,4579.3,,881.3,,5.0,4.9,25.4,2.01,-16.9,7.0,8.9,-18.4,1.0,8.4,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Connecticut,Northeast,0,1,0,0,New England,0,0,0,0,1,0,0,0,0
581,moody's,34191.6,3.0,13057.0,,Raymond W. McDaniel Jr.,"President, Chief Executive Officer &amp; Director",Business Services,Financial Data Services,"New York, N.Y.",,,13057.0,4442.7,5.7,1309.6,30.9,9526.2,,459.9,,29.5,13.7,284.8,6.74,30.9,13.4,13.7,-4.1,13.7,23.2,19260.0,Financials,9.0,63.0,0.89,11.0,245020.0,0.22,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
582,tiffany,12819.5,7.0,14200.0,,Alessandro Bogliolo,Chief Executive Officer &amp; Director,Retailing,,"New York, N.Y.",,,14200.0,4442.1,6.5,586.4,58.4,5333.0,,3117.4,,13.2,11.0,18.8,4.75,60.5,27.5,10.6,-21.0,-0.8,15.3,10630.0,Consumer Discretionary,10.0,66.0,0.6,11.0,244707.0,0.2,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,New York,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
583,cfindustriesholdings,9091.6,10.0,3055.0,,W. Anthony Will,"President, Chief Executive Officer &amp; Director",Chemicals,Chemicals,"Deerfield, Ill.",,,3055.0,4428.9,7.2,289.8,-19.0,12661.3,,2957.8,,6.5,2.3,9.8,1.24,-19.0,-24.2,-6.5,5.1,1.6,18.2,11833.0,Materials,10.0,64.5,0.7,6.5,232338.0,0.1,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Illinois,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
584,hub,1420.5,14.0,5400.0,,David P. Yeager,Chairman &amp; Chief Executive Officer,Transportation,Transportation and Logistics,"Oak Brook, Ill.",,,5400.0,4423.1,9.6,201.7,49.3,1924.9,,980.8,,4.6,10.5,20.6,6.01,48.4,26.3,14.3,-22.6,-1.5,3.4,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Illinois,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
585,ryersonholding,320.5,100.0,4600.0,,Edward J. Lehner,"President, Chief Executive Officer &amp; Director",Materials,Metals,"Chicago, Ill.",,,4600.0,4408.4,31.0,106.0,519.9,2086.3,,73.2,,2.4,5.1,144.8,2.81,510.9,,,-39.0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Illinois,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
586,syneoshealth,5367.5,209.0,24000.0,,Alistair Macdonald,Chief Executive Officer &amp; Director,Health Care,,"Morrisville, N.C.",,,24000.0,4390.1,64.3,24.3,,7254.9,,2856.1,,0.6,0.3,0.9,0.23,,,,-9.7,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,North Carolina,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
587,vulcanmaterials,15636.9,27.0,8782.0,,J. Thomas Hill,"Chairman, President &amp; Chief Executive Officer",Materials,"Building Materials, Glass","Birmingham, Ala.",,,8782.0,4382.9,12.7,515.8,-14.2,9832.1,,5202.9,,11.8,5.2,9.9,3.85,-13.7,82.5,,-22.3,11.4,4.7,12863.0,Materials,13.0,60.0,0.77,2.0,218373.0,0.23,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Alabama,South,0,0,1,0,East South Central,0,1,0,0,0,0,0,0,0
588,westinghouseairbrake,11971.8,28.0,18000.0,,Raymond T. Betler,"President, Chief Executive Officer &amp; Director",Industrials,Industrial Machinery,"Wilmerding, Pa.",,,18000.0,4363.5,12.4,294.9,12.5,8649.2,,2865.1,,6.8,3.4,10.3,3.05,12.1,0.3,8.6,-13.3,-0.7,13.8,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Pennsylvania,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
589,jeld-wenholding,1781.1,35.0,23000.0,,Gary S. Michel,"President, Chief Executive Officer &amp; Director",Materials,"Building Materials, Glass","Charlotte, N.C.",,,23000.0,4346.7,15.5,144.4,1237.8,3051.1,,767.8,,3.3,4.7,18.8,1.36,42400.0,,,-63.9,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,North Carolina,South,0,0,1,0,South Atlantic,0,0,0,0,0,0,1,0,0
590,broadridgefinancialsolutions,11994.9,1.0,10000.0,,Timothy Gokey,"President, Chief Executive Officer &amp; Director",Business Services,Financial Data Services,"Lake Success, N.Y.",,,10000.0,4329.9,4.5,427.9,30.9,3304.7,,1094.3,,9.9,12.9,39.1,3.56,31.9,16.1,10.1,7.8,21.8,25.4,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
591,amkortechnology,2045.9,-5.0,30850.0,,Stephen D. Kelley,"President, Chief Executive Officer &amp; Director",Technology,Semiconductors and Other Electronic Components,"Tempe, Ariz.",,,30850.0,4316.5,3.1,127.1,-51.3,4495.4,,1830.5,,2.9,2.8,6.9,0.53,-51.4,1.2,,-34.7,1.4,11.6,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Arizona,West,0,0,0,1,Mountain,0,0,0,1,0,0,0,0,0
592,cnofinancial,2608.8,-13.0,3300.0,,Gary C. Bhojwani,Chief Executive Officer &amp; Director,Financials,,"Carmel, Ind.",,,3300.0,4313.5,0.4,-315.0,-279.4,31439.8,,3370.9,,-7.3,-1.0,-9.3,-1.9,-286.3,,,-38.4,-1.8,12.2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Indiana,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
593,cme,58893.1,47.0,4590.0,,Terrence A. Duffy,Chairman &amp; Chief Executive Officer,Financials,Securities,"Chicago, Ill.",,,4590.0,4309.4,18.2,1962.2,-51.7,77475.7,,25918.5,,45.5,2.5,7.6,5.71,-52.2,14.4,8.9,33.9,25.1,20.9,31908.0,Financials,24.0,61.5,0.75,11.0,178519.0,0.13,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Illinois,Midwest,1,0,0,0,East North Central,1,0,0,0,0,0,0,0,0
594,globelife,9040.2,-4.0,3102.0,,,Co-Chairman &amp; Co-Chief Executive Officer,Financials,,"McKinney, Texas",,,3102.0,4303.8,3.6,701.5,-51.8,23095.7,,5415.2,,16.3,3.0,13.0,6.09,-50.2,10.0,10.4,-17.2,8.4,15.3,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,South,0,0,1,0,West South Central,0,0,0,0,0,0,0,0,1
595,encompasshealth,5766.6,10.0,33050.0,,Mark J. Tarr,"President, Chief Executive Officer &amp; Director",Health Care,,"Birmingham, Ala.",,,33050.0,4277.3,7.7,292.3,14.0,5175.0,,1276.7,,6.8,5.6,22.9,2.93,8.9,2.6,1.1,26.9,15.5,20.2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Alabama,South,0,0,1,0,East South Central,0,1,0,0,0,0,0,0,0
596,nasdaq,14472.3,11.0,4099.0,,Adena T. Friedman,"President, Chief Executive Officer &amp; Director",Financials,Securities,"New York, N.Y.",,,4099.0,4277.0,7.9,458.0,-37.6,15700.0,,5449.0,,10.7,2.9,8.4,2.73,-37.0,3.9,5.6,8.3,17.5,14.1,9779.0,Financials,11.0,58.0,0.91,7.0,235317.0,0.18,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,Northeast,0,1,0,0,Middle Atlantic,0,0,1,0,0,0,0,0,0
597,evergy,14668.8,219.0,4832.0,,Terry D. Bassham,"Chairman, President &amp; Chief Executive Officer",Energy,,"Kansas City, Mo.",,,4832.0,4275.9,66.3,535.8,65.4,25598.1,,10028.2,,12.5,2.1,5.3,2.5,10.1,1.9,3.9,11.8,16.0,15.6,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Missouri,Midwest,1,0,0,0,West North Central,0,0,0,0,0,0,0,1,0
