,Company,revenues,rev_perc_change,profit,prof_perc_change,assets,market_value,rank_change1000,employees,rank_change500,CEO,CEO Title,Sector,Industry_x,HQ Location,Website,Years on Fortune 500 List,Employees,Revenues ($M),Revenues ($M)Growth,Profits ($M),Profits ($M)Growth,Assets ($M),Assets ($M)Growth,Total Stockholder Equity ($M),Total Stockholder Equity ($M)Growth,Profit as % of Revenues,Profits as % of Assets,Profits as % of Stockholder Equity,Earnings Per Share ($),EPS % Change (from 2017),EPS % Change (5 year annual rate),EPS % Change (10 year annual rate),Total Return to Investors (2018),"Total Return to Investors (5 year, annualized)","Total Return to Investors (10 year, annualized)",Unnamed: 0_y,Market Cap,Industry_y,No_Directors,Median_age,Board_Independance,Median_Tenure,Median_pay,women_on_board,GD_CEO,GD_Approval,GD CEO Rank,HBR CEO Rank,HBR_CEO,HBR_Industry,HBR_Country,HBR_YearStarted,HBR_Insider,HBR_MBA,HBR_finrank,HBR_sustainalytics,HBR_csrhub
626,warnermusicgroup,"$4,005.0",12.0%,$307.0,114.7%,"$5,344.0",-,24,"4,660",-,Stephen F. Cooper,Chief Executive Officer &amp; Director,Media,Entertainment,"New York, N.Y.",,-,"4,660","$4,005.0",12.0%,$307.0,114.7%,"$5,344.0",-,$-334.0,-,7.7%,5.7%,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
627,dentsplysirona,"$3,986.3",-0.2%,"$-1,011.0",-,"$8,687.0","$11,069.4",-25,"16,400",-,Donald M. Casey Jr.,Chief Executive Officer &amp; Director,Health Care,Medical Products and Equipment,"York, Pa.",,-,"16,400","$3,986.3",-0.2%,"$-1,011.0",-,"$8,687.0",-,"$5,121.1",-,-25.4%,-11.6%,-19.7%,-4.51,-,-,-,-43.1%,-4.6%,3.4%,,,,,,,,,,,,,,,,,,,,,,
628,microchiptechnology,"$3,980.8",16.2%,$255.4,55.1%,"$8,257.2","$19,658.9",46,"14,234",-,Steve Sanghi,Chairman &amp; Chief Executive Officer,Technology,Semiconductors and Other Electronic Components,"Chandler, Ariz.",,-,"14,234","$3,980.8",16.2%,$255.4,55.1%,"$8,257.2",-,"$3,279.8",-,6.4%,3.1%,7.8%,1.03,45.1%,10.7%,-3.0%,-16.8%,12.6%,17.9%,478.0,10193.0,Information Technology,5.0,64.0,0.8,18.0,155295.0,0.2,,,,,,,,,,,,,
629,internationalflavors&fragrances,"$3,977.5",17.0%,$337.3,14.1%,"$12,889.4","$13,733.5",50,"13,209",-,Andreas Fibig,Chairman &amp; Chief Executive Officer,Chemicals,Chemicals,"New York, N.Y.",,-,"13,209","$3,977.5",17.0%,$337.3,14.1%,"$12,889.4",-,"$6,033.0",-,8.5%,2.6%,5.6%,3.79,1.9%,-2.4%,2.8%,-10.2%,11.4%,18.7%,354.0,9352.0,Materials,10.0,64.0,0.9,4.5,227092.0,0.3,,,,,,,,,,,,,
630,gartner,"$3,975.5",20.1%,$122.5,3634.6%,"$6,201.5","$13,607.5",66,"15,173",-,Eugene A. Hall,Chief Executive Officer &amp; Director,Technology,Information Technology Services,"Stamford, Conn.",,-,"15,173","$3,975.5",20.1%,$122.5,3634.6%,"$6,201.5",-,$850.8,-,3.1%,2.0%,14.4%,1.33,3225.0%,-7.2%,2.4%,3.8%,12.5%,21.8%,,,,,,,,,,,,,,,,,,,,,,
631,elementsolutions,"$3,952.8",4.7%,$-324.4,-,"$9,401.5","$2,549.2",-8,"4,450",-,Benjamin Gliklich,Chief Executive Officer &amp; Director,Chemicals,Chemicals,"West Palm Beach, Fla.",,-,"4,450","$3,952.8",4.7%,$-324.4,-,"$9,401.5",-,"$2,109.2",-,-8.2%,-3.5%,-15.4%,-1.13,-,-,-,4.1%,-,-,,,,,,,,,,,,,,,,,,,,,,
632,flowersfoods,"$3,951.9",0.8%,$157.2,4.7%,"$2,845.5","$4,496.4",-21,"9,200",-,A. Ryals McMullian,"President, Chief Executive Officer &amp; Director","Food, Beverages &amp; Tobacco",Food Consumer Products,"Thomasville, Ga.",,-,"9,200","$3,951.9",0.8%,$157.2,4.7%,"$2,845.5",-,"$1,258.3",-,4.0%,5.5%,12.5%,0.74,4.2%,-7.5%,2.7%,-0.9%,0.1%,8.6%,,,,,,,,,,,,,,,,,,,,,,
633,urbanoutfitters,"$3,950.6",9.3%,$298.0,175.3%,"$2,160.5","$3,131.2",11,"16,800",-,Richard A. Hayne,Chairman &amp; Chief Executive Officer,Retailing,,"Philadelphia, Pa.",,-,"16,800","$3,950.6",9.3%,$298.0,175.3%,"$2,160.5",-,"$1,489.1",-,7.5%,13.8%,20.0%,2.72,183.3%,7.6%,8.8%,-5.3%,-2.2%,8.3%,304.0,3544.0,Consumer Discretionary,8.0,65.5,0.5,19.5,240400.0,0.25,,,,,,,,,,,,,
634,sallybeautyholdings,"$3,932.6",-0.1%,$258.0,20.0%,"$2,097.4","$2,219.3",-24,"21,955",-,Christian A. Brickman,"President, Chief Executive Officer &amp; Director",Retailing,,"Denton, Texas",,-,"21,955","$3,932.6",-0.1%,$258.0,20.0%,"$2,097.4",-,$-268.6,-,6.6%,12.3%,-,2.08,33.3%,7.0%,17.3%,-9.1%,-10.8%,11.6%,,,,,,,,,,,,,,,,,,,,,,
635,worldpay,"$3,925.4",-2.5%,$12.8,-90.2%,"$24,888.5","$35,305.8",-36,"8,186",-,Charles D. Drucker,Chairman &amp; Chief Executive Officer,Business Services,Financial Data Services,"Symmes Township, Ohio",,-,"8,186","$3,925.4",-2.5%,$12.8,-90.2%,"$24,888.5",-,"$9,854.4",-,0.3%,0.1%,0.1%,0.04,-95.0%,-46.0%,-,3.9%,18.6%,-,,,,,,,,,,,,,,,,,,,,,,
636,lennoxinternational,"$3,883.9",1.2%,$359.0,17.4%,"$1,817.2","$10,542.2",-17,"11,350",-,Todd M. Bluedorn,Chairman &amp; Chief Executive Officer,Industrials,Industrial Machinery,"Richardson, Texas",,-,"11,350","$3,883.9",1.2%,$359.0,17.4%,"$1,817.2",-,$-149.6,-,9.2%,19.8%,-,8.74,22.4%,20.9%,15.3%,6.3%,22.3%,22.8%,,,,,,,,,,,,,,,,,,,,,,
637,keysighttechnologies,"$3,878.0",21.6%,$165.0,61.8%,"$5,824.0","$16,392.6",72,"12,900",-,Ronald S. Nersesian,"President, Chief Executive Officer &amp; Director",Technology,"Scientific,Photographic and Control Equipment","Santa Rosa, Calif.",,-,"12,900","$3,878.0",21.6%,$165.0,61.8%,"$5,824.0",-,"$2,433.0",-,4.3%,2.8%,6.8%,0.86,53.6%,-,-,49.2%,-,-,,,,,,,,,,,,,,,,,,,,,,
638,greif,"$3,873.8",6.5%,$209.4,76.6%,"$3,194.8","$2,158.1",3,"13,000",-,Peter G. Watson,"President, Chief Executive Officer &amp; Director",Materials,"Packaging, Containers","Delaware, Ohio",,-,"13,000","$3,873.8",6.5%,$209.4,76.6%,"$3,194.8",-,"$1,107.8",-,5.4%,6.6%,18.9%,-,-,-,-,-36.8%,-3.1%,4.6%,,,,,,,,,,,,,,,,,,,,,,
639,skyworkssolutions,"$3,868.0",5.9%,$918.4,-9.1%,"$4,828.9","$14,269.2",-3,"9,400",-,Liam K. Griffin,"President, Chief Executive Officer &amp; Director",Technology,Semiconductors and Other Electronic Components,"Woburn, Mass.",,-,"9,400","$3,868.0",5.9%,$918.4,-9.1%,"$4,828.9",-,"$4,097.0",-,23.7%,19.0%,22.4%,5.01,-7.4%,28.1%,22.1%,-28.3%,20.0%,29.1%,215.0,14732.0,Information Technology,8.0,57.0,0.88,12.0,262455.0,0.13,,,,,,,,,,,,,
640,sabre,"$3,867.0",7.5%,$337.5,39.2%,"$5,806.4","$5,893.6",6,"8,860",-,Sean E. Menke,"President, Chief Executive Officer &amp; Director",Technology,Internet Services and Retailing,"Southlake, Texas",,-,"8,860","$3,867.0",7.5%,$337.5,39.2%,"$5,806.4",-,$967.1,-,8.7%,5.8%,34.9%,1.22,40.2%,-,-,8.1%,-,-,,,,,,,,,,,,,,,,,,,,,,
641,southwesternenergy,"$3,862.0",20.6%,$537.0,-48.7%,"$5,797.0","$2,538.8",67,960,-,William J. Way,"President, Chief Executive Officer &amp; Director",Energy,"Mining, Crude-Oil Production","Spring, Texas",,-,960,"$3,862.0",20.6%,$537.0,-48.7%,"$5,797.0",-,"$2,362.0",-,13.9%,9.3%,22.7%,0.93,-42.9%,-14.2%,-5.5%,-38.9%,-38.7%,-19.3%,177.0,4244.0,Energy,9.0,62.0,0.78,5.0,273595.0,0.11,,,,,,,,,,,,,
642,scansource,"$3,846.3",7.8%,$33.2,-52.1%,"$1,945.3",$920.7,10,"2,600",-,Michael L. Baur,Chairman &amp; Chief Executive Officer,Wholesalers,,"Greenville, S.C.",,-,"2,600","$3,846.3",7.8%,$33.2,-52.1%,"$1,945.3",-,$866.4,-,0.9%,1.7%,3.8%,1.29,-52.4%,0.8%,-4.8%,-4.0%,-4.1%,6.0%,,,,,,,,,,,,,,,,,,,,,,
643,greenplains,"$3,843.4",6.9%,$15.9,-73.9%,"$2,216.4",$690.9,4,"1,194",-,Todd A. Becker,"President, Chief Executive Officer &amp; Director",Energy,Energy,"Omaha, Neb.",,-,"1,194","$3,843.4",6.9%,$15.9,-73.9%,"$2,216.4",-,$946.8,-,0.4%,0.7%,1.7%,0.39,-73.5%,-20.9%,-,-20.0%,-5.7%,23.0%,,,,,,,,,,,,,,,,,,,,,,
644,flowserve,"$3,832.7",4.7%,$119.7,4412.5%,"$4,616.3","$5,912.6",-10,"17,000",-,R. Scott Rowe,"President, Chief Executive Officer &amp; Director",Industrials,Industrial Machinery,"Irving, Texas",,-,"17,000","$3,832.7",4.7%,$119.7,4412.5%,"$4,616.3",-,"$1,642.3",-,3.1%,2.6%,7.3%,0.91,4450.0%,-23.2%,-9.9%,-8.2%,-12.3%,9.7%,393.0,6067.0,Industrials,11.0,59.0,0.91,8.0,216988.0,0.18,,,,,,,,,,,,,
645,wabcoholdings,"$3,831.0",15.9%,$394.1,-3.0%,"$3,738.6","$6,773.0",54,"16,135",-,Jacques H. G. Esculier,Chairman &amp; Chief Executive Officer,Motor Vehicles &amp; Parts,Motor Vehicles and Parts,"Auburn Hills, Mich.",,-,"16,135","$3,831.0",15.9%,$394.1,-3.0%,"$3,738.6",-,"$1,176.8",-,10.3%,10.5%,33.5%,7.43,-0.9%,-6.3%,8.7%,-25.2%,2.8%,21.2%,,,,,,,,,,,,,,,,,,,,,,
646,aaron's,"$3,828.9",13.2%,$196.2,-32.9%,"$2,826.7","$3,565.1",34,"11,800",-,John W. Robinson III,"President, Chief Executive Officer &amp; Director",Retailing,,"Atlanta, Ga.",,-,"11,800","$3,828.9",13.2%,$196.2,-32.9%,"$2,826.7",-,"$1,760.7",-,5.1%,6.9%,11.1%,2.78,-31.5%,12.0%,9.6%,5.8%,7.8%,9.3%,,,,,,,,,,,,,,,,,,,,,,
647,insperity,"$3,828.5",16.0%,$135.4,60.4%,"$1,191.8","$5,062.3",53,"3,200",-,Paul J. Sarvadi,"Chairman, President &amp; Chief Executive Officer",Business Services,Diversified Outsourcing Services,"Kingwood, Texas",,-,"3,200","$3,828.5",16.0%,$135.4,60.4%,"$1,191.8",-,$77.7,-,3.5%,11.4%,174.3%,3.22,60.2%,38.8%,13.7%,64.2%,43.1%,27.7%,,,,,,,,,,,,,,,,,,,,,,
648,lsccommunications,"$3,826.0",6.2%,$-23.0,-,"$1,754.0",$217.6,-3,"22,000",-,Thomas J. Quinlan III,"Chairman, President &amp; Chief Executive Officer",Media,"Publishing, Printing","Chicago, Ill.",,-,"22,000","$3,826.0",6.2%,$-23.0,-,"$1,754.0",-,$178.0,-,-0.6%,-1.3%,-12.9%,-0.67,-,-,-,-49.8%,-,-,,,,,,,,,,,,,,,,,,,,,,
649,transdigmgroup,"$3,822.9",8.3%,$957.1,60.3%,"$12,197.5","$24,014.8",12,"10,100",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,monsterbeverage,"$3,807.2",13.0%,$993.0,21.0%,"$4,526.9","$29,645.0",33,"2,748",-,,,,,,,,,,,,,,,,,,,,,,,,,,,349.0,28013.0,Consumer Staples,10.0,63.0,0.7,20.0,229969.0,0.1,,,,,,,,,,,,,
651,hexion,"$3,797.0",5.7%,$-162.0,-,"$1,961.0",-,-3,"4,000",-,Craig A. Rogerson,"Chairman, President &amp; Chief Executive Officer",Chemicals,Chemicals,"Columbus, Ohio",,-,"4,000","$3,797.0",5.7%,$-162.0,-,"$1,961.0",-,"$-2,912.0",-,-4.3%,-8.3%,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
652,edwardslifesciences,"$3,772.8",9.8%,$722.2,23.7%,"$5,323.7","$39,817.6",21,"12,800",-,Michael A. Mussallem,Chairman &amp; Chief Executive Officer,Health Care,Medical Products and Equipment,"Irvine, Calif.",,-,"12,800","$3,772.8",9.8%,$722.2,23.7%,"$5,323.7",-,"$3,140.4",-,19.1%,13.6%,23.0%,3.38,25.2%,14.5%,20.0%,35.9%,36.0%,27.3%,280.0,16949.0,Health Care,8.0,67.0,0.88,5.5,246297.0,0.25,,,,12.0,Michael Mussallem,Health Care,United States,2000.0,1.0,0.0,18.0,195.0,254.0
653,spragueresources,"$3,771.1",32.1%,$79.8,170.6%,"$1,245.2",$420.1,104,901,-,David C. Glendon,"President, Chief Executive Officer &amp; Director",Wholesalers,,"Portsmouth, N.H.",,-,901,"$3,771.1",32.1%,$79.8,170.6%,"$1,245.2",-,$137.0,-,2.1%,6.4%,58.3%,3.16,179.6%,-,-,-32.8%,4.5%,-,,,,,,,,,,,,,,,,,,,,,,
654,karauctionservices,"$3,769.6",9.0%,$328.0,-9.4%,"$7,206.2","$6,819.2",16,"16,468",-,James P. Hallett,Chairman &amp; Chief Executive Officer,Wholesalers,,"Carmel, Ind.",,-,"16,468","$3,769.6",9.0%,$328.0,-9.4%,"$7,206.2",-,"$1,464.2",-,8.7%,4.6%,22.4%,2.42,-7.6%,38.2%,-,-3.1%,13.3%,-,,,,,,,,,,,,,,,,,,,,,,
655,resoluteforestproducts,"$3,756.0",6.9%,$235.0,-,"$3,935.0",$716.8,8,"7,400",-,Yves Laflamme,"President, Chief Executive Officer &amp; Director",Materials,Forest and Paper Products,"Plattsburgh, N.Y.",,-,"7,400","$3,756.0",6.9%,$235.0,-,"$3,935.0",-,"$1,534.0",-,6.3%,6.0%,15.3%,2.52,-,-,-,-14.7%,-10.1%,-,,,,,,,,,,,,,,,,,,,,,,
656,ventas,"$3,745.8",4.8%,$409.5,-69.8%,"$22,584.6","$22,757.7",-5,500,-,Debra A. Cafaro,Chairman &amp; Chief Executive Officer,Financials,Real estate,"Chicago, Ill.",,-,500,"$3,745.8",4.8%,$409.5,-69.8%,"$22,584.6",-,"$10,215.9",-,10.9%,1.8%,4.0%,1.14,-69.8%,-5.8%,-3.5%,3.5%,8.2%,12.3%,325.0,17887.0,Financials,10.0,61.0,0.7,6.0,235500.0,0.2,,,,29.0,Debra Cafaro,Real Estate,United States,1999.0,0.0,0.0,32.0,415.0,364.0
657,ashlandglobalholdings,"$3,743.0",14.8%,$114.0,11300.0%,"$8,252.0","$4,892.4",47,"6,000",-,William A. Wulfsohn,Chairman &amp; Chief Executive Officer,Chemicals,Chemicals,"Covington, Ky.",,-,"6,000","$3,743.0",14.8%,$114.0,11300.0%,"$8,252.0",-,"$3,406.0",-,3.0%,1.4%,3.3%,1.79,17800.0%,-26.9%,-3.8%,0.9%,9.2%,31.4%,,,,,,,,,,,,,,,,,,,,,,
658,pitneybowes,"$3,733.9",5.2%,$223.7,-14.4%,"$5,972.9","$1,271.7",-2,"13,300",-,Marc B. Lautenbach,"President, Chief Executive Officer &amp; Director",Technology,"Computers, Office Equipment","Stamford, Conn.",,-,"13,300","$3,733.9",5.2%,$223.7,-14.4%,"$5,972.9",-,$239.5,-,6.0%,3.7%,93.4%,1.19,-14.4%,11.2%,-5.1%,-42.4%,-20.1%,-8.1%,425.0,4169.0,Industrials,11.0,63.0,0.91,9.0,203210.0,0.36,,,,,,,,,,,,,
659,kemper,"$3,725.1",36.8%,$190.1,57.2%,"$11,544.9","$4,944.0",130,"8,100",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,intuitivesurgical,"$3,724.2",19.0%,"$1,127.9",70.9%,"$7,846.7","$65,822.9",58,"5,527",-,Gary S. Guthart,"President, Chief Executive Officer &amp; Director",Health Care,Medical Products and Equipment,"Sunnyvale, Calif.",,-,"5,527","$3,724.2",19.0%,"$1,127.9",70.9%,"$7,846.7",-,"$6,678.8",-,30.3%,14.4%,16.9%,9.49,67.4%,11.2%,18.7%,31.2%,30.2%,27.5%,94.0,18555.0,Health Care,9.0,64.0,0.78,10.0,308947.0,0.11,Gary S. Guthart ,0.97,9.0,,,,,,,,,,
661,cunamutualgroup,"$3,698.8",4.5%,$214.9,-29.1%,"$20,569.9",-,-2,"3,300",-,Robert N. Trunzo,"President, Chief Executive Officer &amp; Director",Financials,,"Madison, Wis.",,-,"3,300","$3,698.8",4.5%,$214.9,-29.1%,"$20,569.9",-,"$3,194.7",-,5.8%,1.0%,6.7%,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
662,pinnaclewestcapital,"$3,691.2",3.5%,$511.0,4.6%,"$17,664.2","$10,731.2",-9,"6,259",-,Donald E. Brandt,"Chairman, President &amp; Chief Executive Officer",Energy,,"Phoenix, Ariz.",,-,"6,259","$3,691.2",3.5%,$511.0,4.6%,"$17,664.2",-,"$5,222.9",-,13.8%,2.9%,9.8%,4.54,4.4%,4.4%,6.6%,3.6%,14.0%,15.1%,421.0,7040.0,Utilities,10.0,67.5,0.9,10.5,206986.0,0.1,,,,,,,,,,,,,
663,bmcstockholdings,"$3,682.4",9.4%,$119.7,108.5%,"$1,576.1","$1,175.2",21,"9,500",-,David E. Flitman,"President, Chief Executive Officer &amp; Director",Wholesalers,,"Raleigh, N.C.",,-,"9,500","$3,682.4",9.4%,$119.7,108.5%,"$1,576.1",-,$874.7,-,3.3%,7.6%,13.7%,1.77,108.2%,43.6%,-,-38.8%,-3.2%,-,,,,,,,,,,,,,,,,,,,,,,
664,acuitybrands,"$3,680.1",5.0%,$349.6,8.7%,"$2,988.8","$4,787.5",-,"13,000",-,Vernon J. Nagel,"Chairman, President &amp; Chief Executive Officer",Industrials,"Electronics, Electrical Equip.","Atlanta, Ga.",,-,"13,000","$3,680.1",5.0%,$349.6,8.7%,"$2,988.8",-,"$1,716.8",-,9.5%,11.7%,20.4%,8.52,14.7%,23.6%,9.1%,-34.4%,1.3%,13.5%,,,,,,,,,,,,,,,,,,,,,,
665,colfax,"$3,666.8",-1.9%,$140.2,-7.2%,"$6,603.9","$3,482.7",-39,"15,500",-,Matthew L. Trerotola,"President, Chief Executive Officer &amp; Director",Industrials,Industrial Machinery,"Annapolis Junction, Md.",,-,"15,500","$3,666.8",-1.9%,$140.2,-7.2%,"$6,603.9",-,"$3,269.8",-,3.8%,2.1%,4.3%,1.16,-4.9%,-5.5%,-,-47.2%,-20.0%,7.2%,,,,,,,,,,,,,,,,,,,,,,
666,barnes&noble,"$3,662.3",-6.0%,$-125.5,-669.8%,"$1,749.6",$397.5,-54,"15,557",-,Allen Lindstrom,Chief Financial Officer &amp; Executive Vice President,Retailing,,"New York, N.Y.",,-,"15,557","$3,662.3",-6.0%,$-125.5,-669.8%,"$1,749.6",-,$412.0,-,-3.4%,-7.2%,-30.5%,-1.73,-676.7%,-,-,17.6%,-2.5%,-0.2%,,,,,,,,,,,,,,,,,,,,,,
667,crestwoodequitypartners,"$3,654.1",-5.8%,$50.8,-,"$4,294.5","$2,530.2",-50,859,-,Robert G Phillips,"Chairman, President &amp; Chief Executive Officer",Energy,Energy,"Houston, Texas",,-,859,"$3,654.1",-5.8%,$50.8,-,"$4,294.5",-,"$1,852.5",-,1.4%,1.2%,2.7%,-0.13,-,-,-,16.7%,-18.2%,-,,,,,,,,,,,,,,,,,,,,,,
668,mednax,"$3,647.1",5.5%,$268.6,-16.2%,"$5,934.9","$2,387.4",1,"11,875",-,Roger J. Medel,Chief Executive Officer &amp; Director,Health Care,,"Sunrise, Fla.",,-,"11,875","$3,647.1",5.5%,$268.6,-16.2%,"$5,934.9",-,"$3,087.9",-,7.4%,4.5%,8.7%,2.93,-15.1%,1.1%,5.0%,-38.2%,-9.2%,7.6%,,,,,,,,,,,,,,,,,,,,,,
669,regalbeloit,"$3,645.6",8.5%,$231.2,8.5%,"$4,623.8","$3,504.8",18,"24,600",-,Louis V. Pinkham,Chief Executive Officer &amp; Director,Industrials,"Electronics, Electrical Equip.","Beloit, Wis.",,-,"24,600","$3,645.6",8.5%,$231.2,8.5%,"$4,623.8",-,"$2,310.5",-,6.3%,5.0%,10.0%,5.26,11.0%,14.8%,3.1%,-7.3%,0.3%,7.7%,,,,,,,,,,,,,,,,,,,,,,
670,countryfinancial,"$3,629.7",2.5%,$215.2,14.9%,"$15,025.5",-,-12,"3,834",-,Jim Jacobs,Chairman &amp; Chief Executive Officer,Financials,,"Bloomington, Ill.",,-,"3,834","$3,629.7",2.5%,$215.2,14.9%,"$15,025.5",-,"$3,836.1",-,5.9%,1.4%,5.6%,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
671,cooper-standardholdings,"$3,629.3",0.3%,$107.8,-20.4%,"$2,623.1",$818.8,-28,"32,000",-,Jeffrey S. Edwards,Chairman &amp; Chief Executive Officer,Motor Vehicles &amp; Parts,Motor Vehicles and Parts,"Novi, Mich.",,-,"32,000","$3,629.3",0.3%,$107.8,-20.4%,"$2,623.1",-,$831.5,-,3.0%,4.1%,13.0%,5.89,-18.3%,21.3%,-,-49.3%,4.8%,-,,,,,,,,,,,,,,,,,,,,,,
672,amerco,"$3,601.1",5.2%,$790.6,98.4%,"$10,747.0","$7,284.5",3,"21,025",-,Edward J. Shoen,"Chairman, President &amp; Chief Executive Officer",Transportation,"Trucking, Truck Leasing","Reno, Nev.",,-,"21,025","$3,601.1",5.2%,$790.6,98.4%,"$10,747.0",-,"$3,408.7",-,22.0%,7.4%,23.2%,40.36,98.4%,24.4%,30.7%,-12.7%,7.4%,26.3%,,,,,,,,,,,,,,,,,,,,,,
673,comerica,"$3,595.0",9.3%,"$1,235.0",66.2%,"$70,818.0","$11,578.4",28,"7,812",-,Curtis C. Farmer,"President, Chief Executive Officer &amp; Director",Financials,Commercial Banks,"Dallas, Texas",,-,"7,812","$3,595.0",9.3%,"$1,235.0",66.2%,"$70,818.0",-,"$7,507.0",-,34.4%,1.7%,16.5%,7.2,73.9%,20.4%,18.8%,-19.5%,9.5%,15.1%,470.0,7670.0,Financials,9.0,60.0,0.89,9.0,169500.0,0.22,,,,,,,,,,,,,
674,abercrombie&fitch,"$3,590.1",2.8%,$74.5,950.8%,"$2,385.6","$1,815.3",-9,"24,500",-,Fran Horowitz,Chief Executive Officer &amp; Director,Retailing,,"New Albany, Ohio",,-,"24,500","$3,590.1",2.8%,$74.5,950.8%,"$2,385.6",-,"$1,208.9",-,2.1%,3.1%,6.2%,1.08,980.0%,9.4%,-9.9%,19.4%,-5.9%,1.5%,,,,,,,,,,,,,,,,,,,,,,
675,pennnationalgaming,"$3,587.9",14.0%,$93.5,-80.2%,"$10,961.0","$2,348.5",39,"25,750",-,Timothy J. Wilmott,Chief Executive Officer &amp; Director,"Hotels, Restaurants &amp; Leisure","Hotels, Casinos, Resorts","Wyomissing, Pa.",,-,"25,750","$3,587.9",14.0%,$93.5,-80.2%,"$10,961.0",-,$731.2,-,2.6%,0.9%,12.8%,0.93,-81.7%,-,-,-39.9%,5.6%,14.3%,,,,,,,,,,,,,,,,,,,,,,
676,worthingtonindustries,"$3,581.6",18.8%,$194.8,-4.8%,"$2,621.8","$2,096.7",53,"12,000",-,John P. McConnell,Chairman &amp; Chief Executive Officer,Materials,Metals,"Columbus, Ohio",,-,"12,000","$3,581.6",18.8%,$194.8,-4.8%,"$2,621.8",-,$918.8,-,5.4%,7.4%,21.2%,3.09,-1.9%,10.1%,9.0%,-19.2%,-1.7%,14.9%,,,,,,,,,,,,,,,,,,,,,,
677,timken,"$3,580.8",19.2%,$302.8,48.9%,"$4,445.2","$3,319.9",53,"17,477",-,Richard G. Kyle,"President, Chief Executive Officer &amp; Director",Industrials,Industrial Machinery,"North Canton, Ohio",,-,"17,477","$3,580.8",19.2%,$302.8,48.9%,"$4,445.2",-,"$1,579.6",-,8.5%,6.8%,19.2%,3.86,49.6%,7.1%,3.3%,-22.2%,1.5%,12.8%,,,,,,,,,,,,,,,,,,,,,,
678,firstrepublicbank,"$3,575.1",22.8%,$853.8,12.7%,"$99,205.2","$16,797.1",65,"4,480",-,James H. Herbert II,Chairman &amp; Chief Executive Officer,Financials,Commercial Banks,"San Francisco, Calif.",,-,"4,480","$3,575.1",22.8%,$853.8,12.7%,"$99,205.2",-,"$8,677.8",-,23.9%,0.9%,9.8%,4.81,11.6%,9.2%,-,1.1%,11.6%,-,,,,,,,,,,,,,,,,,,,,,,
679,alliantenergy,"$3,534.5",4.5%,$512.1,12.0%,"$15,426.0","$11,126.2",2,"3,885",-,Patricia L. Kampling,Chairman &amp; Chief Executive Officer,Energy,,"Madison, Wis.",,-,"3,885","$3,534.5",4.5%,$512.1,12.0%,"$15,426.0",-,"$4,585.7",-,14.5%,3.3%,11.2%,2.19,10.1%,6.3%,5.3%,2.4%,14.1%,15.6%,,,,,,,,,,,,,,,,,,,,,,
680,polyone,"$3,533.4",2.4%,$159.8,-,"$2,723.3","$2,280.8",-9,"6,600",-,Robert M. Patterson,"Chairman, President &amp; Chief Executive Officer",Chemicals,Chemicals,"Avon Lake, Ohio",,-,"6,600","$3,533.4",2.4%,$159.8,-,"$2,723.3",-,$540.0,-,4.5%,5.9%,29.6%,1.99,-,-4.7%,-,-33.2%,-2.9%,25.9%,,,,,,,,,,,,,,,,,,,,,,
681,meritagehomes,"$3,528.6",8.9%,$227.3,58.7%,"$3,365.5","$1,711.8",24,"1,615",-,Steven J. Hilton,Chairman &amp; Chief Executive Officer,Engineering &amp; Construction,Homebuilders,"Scottsdale, Ariz.",,-,"1,615","$3,528.6",8.9%,$227.3,58.7%,"$3,365.5",-,"$1,720.8",-,6.4%,6.8%,13.2%,5.58,63.6%,11.4%,-,-28.3%,-5.2%,11.7%,,,,,,,,,,,,,,,,,,,,,,
682,weismarkets,"$3,509.3",1.2%,$62.7,-36.3%,"$1,432.0","$1,097.7",-15,"23,000",-,Jonathan H. Weis,"Chairman, President &amp; Chief Executive Officer",Food &amp; Drug Stores,Food and Drug Stores,"Sunbury, Pa.",,-,"23,000","$3,509.3",1.2%,$62.7,-36.3%,"$1,432.0",-,"$1,022.9",-,1.8%,4.4%,6.1%,2.33,-36.3%,-2.7%,3.0%,18.5%,0.7%,6.8%,,,,,,,,,,,,,,,,,,,,,,
683,trinetgroup,"$3,503.0",7.0%,$192.0,7.9%,"$2,435.0","$4,187.6",19,"3,100",-,Burton M. Goldfield,"President, Chief Executive Officer &amp; Director",Business Services,Diversified Outsourcing Services,"Dublin, Calif.",,-,"3,100","$3,503.0",7.0%,$192.0,7.9%,"$2,435.0",-,$375.0,-,5.5%,7.9%,51.2%,2.65,6.4%,-,-,-5.4%,-,-,,,,,,,,,,,,,,,,,,,,,,
684,sentryinsurancegroup,"$3,498.4",4.5%,$250.6,-13.1%,"$17,652.2",-,9,"4,169",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,calumetspecialtyproducts,"$3,497.5",-12.4%,$-55.1,-,"$2,087.5",$275.8,-82,"1,700",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
